movieId,UMAP1,UMAP2,cluster
159161,21.714735,4.0085077,2
2481,21.720993,1.0328902,2
1977,22.569128,2.4057019,2
35836,21.691807,3.7335396,2
5222,21.954357,3.8063383,2
3374,20.613731,0.8413558,0
7037,18.024538,3.3711865,1
2420,20.25798,0.98142576,0
6125,20.30096,3.338001,1
3928,21.36271,1.6731203,2
57,19.790524,3.2112486,1
25750,19.74443,4.7942095,1
8370,19.361279,3.0503821,1
536,20.241447,4.4740267,1
3515,19.989164,4.60296,1
7346,20.98233,3.4518712,2
69394,20.145313,0.2376278,0
107723,19.448135,4.1123877,1
82461,19.75827,3.7157006,1
141818,22.043736,1.4626632,2
2470,20.713934,4.3700542,1
158238,19.860926,4.660207,1
1140,19.629572,2.764012,1
70183,21.284843,4.4883895,1
118572,19.97255,3.0655065,1
6950,19.63902,1.9890234,0
4963,18.07318,2.9337664,1
7344,18.543713,3.9020646,1
33672,20.311916,4.446522,1
55908,20.74307,2.692244,2
488,20.672333,2.30758,2
220,18.150719,2.7430847,1
147196,20.208769,1.9407939,0
5941,19.598982,3.0961034,1
265,20.113394,1.5786943,0
5285,19.279278,3.806707,1
8362,20.96513,2.5572345,2
3679,19.546406,0.33136418,0
1353,20.425562,2.332316,2
134861,19.880816,3.8054094,1
142509,18.71251,2.056424,0
63062,21.367996,3.4896667,2
538,22.332684,2.915581,2
3917,20.302744,2.5008905,1
2529,21.921387,3.0359716,2
119655,19.222143,2.8385177,1
1049,19.184738,2.3290992,0
2012,19.221542,3.7464795,1
103685,20.85062,1.4661037,2
263,19.872005,2.8526196,1
1475,19.862566,2.1392324,0
67197,22.167656,2.827845,2
58806,21.095062,4.658889,1
2935,18.709948,1.835982,0
5585,19.082281,3.9892812,1
128620,20.998795,0.76679426,0
5452,21.202692,4.344503,1
4240,20.303137,1.6869652,0
136786,20.6763,2.7328975,2
33090,18.717012,0.73451424,0
161032,20.194202,4.2347264,1
2857,22.392788,2.193721,2
76093,20.31087,1.6329232,0
30803,22.004187,1.674861,2
55261,20.51022,2.4259825,2
3446,19.618908,1.3373382,0
2178,22.527025,1.9610263,2
95949,20.996975,2.038763,2
3045,21.626965,1.5290211,2
7085,21.440718,3.1254125,2
185,19.237593,2.8655105,1
7177,21.346167,1.3747263,2
76738,19.919966,-0.029331775,0
3849,21.115702,2.082239,2
136664,18.353853,3.0332801,1
36509,22.758434,3.5082686,2
168326,20.70163,3.4142594,1
5421,19.253752,2.1544747,0
71668,20.859068,3.1107657,2
71033,20.318083,1.4999506,0
88448,20.34903,2.2683446,0
79259,20.476948,3.7610729,1
66320,22.229881,2.7886782,2
33679,20.427567,4.172078,1
3329,19.461584,0.6597042,0
49280,20.819191,0.20576975,0
3147,20.892448,3.0797534,2
5093,20.322523,0.7246031,0
27834,20.148302,0.37316516,0
8916,20.133997,1.4685017,0
8043,17.948925,2.856493,1
60293,20.269295,3.362602,1
8918,22.282532,3.2976828,2
7091,21.015568,3.2756,2
6222,20.042555,0.24380843,0
5419,19.481508,3.3367562,1
7251,20.073896,2.3021245,0
1116,20.141928,1.5181404,0
1238,22.780478,1.8933172,2
75985,19.3021,3.5064197,1
118530,21.29407,2.4767869,2
118924,19.327274,3.5894885,1
109673,20.737309,2.678132,2
26712,20.440083,0.29047275,0
175485,19.108791,3.8499901,1
993,19.664429,1.5214578,0
3538,21.027052,4.3691053,1
7266,21.065096,3.6334543,2
5699,20.467354,4.0625744,1
4259,19.818632,1.1527646,0
44004,20.596357,3.7224643,1
5493,22.565773,1.6978854,2
7894,21.756859,1.6633112,2
50442,21.132421,2.7532272,2
180045,19.36671,3.715278,1
2740,21.551985,3.1813314,2
653,20.212381,0.16824052,0
5747,22.584581,1.3926083,2
3758,19.471506,1.8742366,0
115617,20.25472,2.755896,1
128366,19.22792,2.978421,1
3412,19.093483,0.18627119,0
30810,19.559286,0.93198687,0
4265,19.607185,0.6677737,0
6776,21.976067,3.6309993,2
81132,20.841373,0.48469934,0
1674,22.514599,1.4052312,2
81383,21.520845,3.5898755,2
4475,20.465302,2.1284478,2
132800,18.09251,1.233207,0
1335,19.669096,1.7024592,0
7008,19.51463,2.060554,0
987,20.196232,-0.10650704,0
61319,19.915396,0.22509688,0
8454,18.50751,2.8224509,1
2586,20.795517,2.058245,2
7025,21.501705,1.9866922,2
406,18.840605,1.9875221,0
2040,21.837446,2.9419024,2
6777,22.810707,2.1152463,2
56156,19.383364,3.2382326,1
32515,20.084925,2.3101263,0
100487,19.789986,2.816338,1
919,18.502556,0.67578804,0
4520,20.157152,3.48335,1
141513,21.036129,4.5284977,1
6324,21.508951,3.6110227,2
678,18.812857,2.0356207,0
3072,20.591963,1.5252703,0
4158,20.779518,4.157851,1
104908,19.104473,1.8032976,0
4237,20.407085,2.7709086,1
69904,20.850271,1.4919604,2
8875,19.396534,3.6105962,1
5965,21.41371,1.2609191,2
34437,20.046122,4.8412786,1
38294,19.636417,2.377482,0
1359,19.11169,0.957697,0
3942,18.78273,2.2883973,0
2408,20.015696,0.0006035766,0
4260,20.592377,4.9642515,1
476,22.25547,3.0338223,2
1821,21.146873,2.360525,2
174815,21.105127,3.5908246,2
7125,18.887093,0.95813304,0
6379,19.95367,1.9165694,0
65982,19.813124,1.6433499,0
1994,22.74097,2.9815013,2
2298,17.6526,2.8060932,1
97757,18.723782,3.4008245,1
114554,19.29968,2.854971,1
3014,19.356745,2.0660205,0
2122,19.945494,0.97262025,0
1933,22.566465,1.6298642,2
73569,18.65581,1.5127164,0
5423,19.9135,3.9979959,1
2314,19.918343,1.6722386,0
5779,20.963017,2.6041496,2
102903,19.735897,4.726619,1
2035,19.788326,2.857826,1
3507,21.3127,3.5086625,2
7720,22.351562,2.2602308,2
134393,20.986118,3.5398273,2
1783,20.568645,2.7043333,2
1105,19.692808,3.114749,1
1500,20.832514,4.053176,1
5668,21.309263,2.6253996,2
5458,20.8348,3.8101923,1
127319,18.151365,2.9912744,1
115727,19.89952,1.4286684,0
529,19.03031,1.9093609,0
2352,21.408459,3.3585296,2
27008,20.474167,1.5070702,0
6341,22.178879,2.060968,2
151777,20.937078,1.4606212,2
6005,19.916828,1.4743029,0
42725,21.283564,3.066864,2
68159,19.672916,4.24909,1
434,19.53334,3.1208532,1
4171,21.83287,3.9214985,2
91978,19.292614,0.88912255,0
1807,20.09592,-0.021513766,0
1624,20.043806,1.1328089,0
4738,19.16687,3.0570245,1
3643,18.676891,3.1142998,1
111921,18.870277,2.6025982,1
3958,19.437183,1.1729479,0
1836,21.37286,4.175021,2
1406,18.194304,1.1450322,0
143559,21.9581,1.7579799,2
2411,21.367283,1.8752457,2
7767,19.712812,4.108501,1
1837,21.457611,2.7582247,2
7064,19.899664,3.420323,1
7822,19.029598,2.9753006,1
2517,20.233711,0.034446653,0
68536,21.908379,0.91889435,2
688,19.75729,1.0339775,0
4813,21.447863,2.1210647,2
47254,19.75643,1.555878,0
157108,19.487967,4.573673,1
71248,22.189089,3.6922565,2
1611,20.838963,1.8424217,2
1586,19.913042,2.1124666,0
5768,18.636738,0.77828294,0
1196,20.51448,1.8836157,0
6571,19.687094,0.8024816,0
6371,19.65378,2.2572527,0
121097,18.394068,2.615388,1
7701,21.230715,3.9680853,2
115065,19.191006,1.4038955,0
166203,19.609116,3.1053183,1
6710,22.367174,1.9769022,2
4818,20.45123,0.051419076,0
164540,20.8653,1.9758241,2
114601,20.634577,2.8025331,2
3089,19.194765,4.193269,1
27741,18.767212,2.0449317,0
3003,20.954037,0.21663854,0
51037,20.041662,0.950423,0
26147,18.278196,2.869455,1
3470,19.634047,0.12153878,0
182823,20.34981,2.9262977,1
7394,18.930399,2.3872223,0
1342,19.519156,1.8648688,0
6899,20.249023,3.9288366,1
58783,18.568619,2.1093872,0
47122,20.941284,0.22530034,0
5379,18.7624,3.7668538,1
25834,18.35164,1.1724095,0
2353,19.573324,0.5620213,0
118834,18.141586,3.2831194,1
269,22.383896,2.0270674,2
73015,20.811054,4.178472,1
5840,18.186699,2.0691428,0
95717,19.32424,3.2038815,1
34321,22.562782,1.7806228,2
3362,22.801622,1.6936672,2
6593,21.393375,4.350509,2
3912,22.311443,3.901864,2
50514,20.249596,2.7009573,1
4007,22.068167,3.9033513,2
3071,21.386621,3.0878098,2
69251,19.977987,1.634808,0
55820,19.141006,0.82248485,0
2044,18.217518,1.4981837,0
252,19.669407,2.8368971,1
137863,18.540028,1.6467366,0
131578,21.099806,3.846279,2
3004,20.18154,2.69545,1
7839,17.875593,2.5190425,1
86237,19.23324,3.2035947,1
105468,19.587881,1.9777964,0
27716,22.597486,2.0002832,2
1190,21.799158,2.736012,2
5742,21.327703,3.2141943,2
4019,20.482193,1.9065882,0
2459,21.841143,2.5096753,2
7368,19.894714,4.608865,1
6464,19.47487,1.9313459,0
366,19.259178,0.22918007,0
1614,21.886547,4.1929727,2
3882,19.071907,3.9817207,1
3933,22.336126,1.447012,2
80551,20.305264,1.1130606,0
114670,20.693571,4.937593,1
124853,22.720095,1.7411671,2
32294,18.44902,3.901075,1
1476,18.741608,3.7307918,1
128908,20.801765,0.83237165,0
3914,20.169485,2.3920274,0
42728,19.86978,1.3403025,0
84152,19.847843,3.3106217,1
133419,20.358484,4.0390596,1
4711,17.719873,3.1022062,1
48043,20.221025,1.6649537,0
242,19.456497,3.3970244,1
4397,18.34339,2.8892605,1
3737,20.78135,1.7143967,2
27491,20.688932,2.8515928,2
1043,21.09837,3.0766606,2
133798,19.844421,3.2850573,1
954,19.58753,3.8485656,1
117881,22.625826,3.497574,2
5398,19.83465,0.6431575,0
1562,20.254478,2.0465012,0
5459,20.988503,3.8494,1
2432,19.446913,1.9077284,0
85394,21.178408,2.5921862,2
5771,22.717794,3.4102662,2
81845,20.186577,2.9515314,1
62586,20.52811,1.595788,0
86377,18.347248,2.517769,1
232,19.262989,2.4453952,1
82857,19.955534,0.49037424,0
8966,21.223309,1.8335654,2
1426,19.60436,0.2939978,0
650,19.485619,3.6684644,1
54354,19.523788,2.4026518,0
5938,22.178291,2.5769584,2
81784,21.469728,4.0799937,2
26184,18.385714,2.6689894,1
4580,19.766356,4.4902267,1
137859,18.914476,2.8006892,1
56563,21.577423,2.845416,2
3067,20.089989,4.445461,1
84942,19.876848,1.1117632,0
53921,21.460081,2.9401014,2
27032,18.935492,0.45090014,0
3763,18.906979,2.145103,0
4683,19.165855,2.282693,0
172887,20.389206,0.940614,0
80880,20.80651,1.7057097,2
781,19.511913,2.5556288,1
1458,19.119173,0.6293333,0
4407,21.975677,1.7350847,2
4626,20.714418,2.9784667,2
1237,22.100328,1.575007,2
46948,20.178202,2.016767,0
3440,21.724327,2.8923721,2
788,20.839382,1.3848614,0
95558,19.113598,2.4719746,1
116505,21.723736,2.5650861,2
1030,21.162582,2.95432,2
4511,19.88201,1.9947126,0
7075,19.470926,3.8874378,1
1417,22.531275,2.0622516,2
5812,18.964834,2.8305182,1
25952,20.39469,3.1119852,1
99638,21.324701,1.491905,2
4440,19.306053,3.458101,1
6614,22.554474,1.8112513,2
2926,20.162394,0.37147897,0
1533,19.009998,-0.010233298,0
100163,19.216305,3.8997645,1
4883,20.836365,1.5235335,2
167036,20.32457,2.1559975,0
51080,19.668756,0.3016171,0
106920,22.020298,3.0741491,2
546,19.578049,4.2474594,1
1839,20.087934,4.994866,1
5638,21.066845,1.580286,2
8974,19.023607,2.0898545,0
3544,21.584375,3.0011098,2
104218,19.392435,4.2956057,1
91337,19.199762,2.2225213,0
34153,19.990023,0.364676,0
7245,18.556128,1.3810588,0
5543,21.703934,2.0882711,2
113829,20.404573,2.0478432,0
86286,19.104952,1.9848589,0
3474,20.842974,0.8711729,0
5278,20.243803,3.0105846,1
95313,17.680445,2.411045,0
104419,19.5467,3.1847653,1
6116,19.247938,1.9704797,0
68952,19.714285,3.4458432,1
5785,20.439783,1.5496179,0
8711,21.250597,0.93186235,2
6290,20.736456,0.99121785,0
4848,20.439241,3.3452218,1
1948,19.601122,1.5035164,0
116897,22.026411,3.0101025,2
3915,22.001276,3.11438,2
2488,19.400295,2.8852935,1
160400,20.473679,3.3580391,1
548,19.338991,2.0173874,0
6973,19.48538,1.4801267,0
161127,20.223907,1.426478,0
3863,20.947027,3.1764033,2
48698,22.663717,3.636851,2
67997,22.55923,2.0048115,2
616,19.528027,2.670778,1
182749,20.765581,4.7533126,1
942,18.970863,1.6217535,0
7235,19.761927,1.664315,0
256,18.182703,3.0888672,1
136564,19.85071,2.407424,0
2566,18.532303,2.6653707,1
387,20.357157,3.049529,1
4971,21.381767,3.5691683,2
26539,19.432106,1.4136552,0
62394,19.875113,2.9517443,1
7382,20.3299,-0.021112865,0
74508,19.196915,2.760607,1
31698,20.475374,2.046323,0
108949,20.78576,3.7418542,1
27329,22.09676,2.8345103,2
93208,20.425777,2.8339791,1
65514,20.30408,2.1117146,0
3173,19.052174,2.0740247,0
60487,18.228416,1.2000936,0
5876,22.025757,2.7451875,2
42602,19.437174,1.8712919,0
2633,19.720068,4.198936,1
93982,20.423416,2.8632448,1
2091,21.019548,2.8742929,2
133365,19.09618,3.0079637,1
6882,20.230198,0.71516806,0
7142,19.978552,1.9576226,0
160440,20.67421,4.8806767,1
44731,19.769167,3.614262,1
3852,22.592697,2.203464,2
2257,18.32956,2.8035176,1
132618,20.938175,3.2472696,2
2607,20.435152,2.2051048,2
1199,20.11079,2.5069883,1
59258,18.006119,1.6554279,0
4117,20.481339,3.8549306,1
3043,18.832026,4.026563,1
33493,20.2206,2.89655,1
54503,20.060095,4.861159,1
338,19.15316,3.0263066,1
115664,19.13388,2.7933044,1
64,19.139923,1.8324243,0
61729,21.459532,2.9082665,2
128902,19.728617,-0.059551455,0
106696,19.176224,0.25769836,0
28,18.583199,2.3071785,0
6016,20.629583,2.3561716,2
48678,19.847595,2.9142694,1
3581,20.7448,0.70218986,0
7209,21.14016,1.2028787,2
103137,20.640055,4.8181396,1
4390,20.133558,0.6556451,0
31225,19.531765,2.2503328,0
73929,18.767412,2.8092163,1
337,20.149527,0.20611593,0
5528,20.433496,1.9333943,0
3449,21.038656,2.247252,2
26649,19.080832,1.0139928,0
7193,19.59463,1.1241665,0
836,19.617426,3.5292902,1
1875,18.298834,2.2309632,0
176051,18.286861,2.2851632,0
164367,21.998766,2.4277859,2
58404,19.260424,1.0843837,0
55276,19.67713,2.655471,1
7620,18.27297,2.0565014,0
5454,18.895176,2.3436277,0
899,21.741098,3.6299088,2
497,19.106949,1.7859887,0
8796,20.077747,4.2087207,1
99030,19.990719,4.008859,1
4248,19.607552,3.0777977,1
2014,21.85313,3.5024798,2
4000,21.593464,0.7657809,2
1064,19.525223,2.3878944,0
2501,20.571152,1.3625271,0
4976,19.707615,2.6724417,1
6969,22.26483,2.2662892,2
5752,21.983343,2.3282957,2
2572,21.176071,4.409672,1
4459,19.878956,0.26629478,0
4830,22.273336,1.8063476,2
79139,19.067286,3.4165242,1
120799,19.043823,3.300047,1
2154,20.442133,1.5738653,0
1573,20.015577,2.412181,0
1884,18.865091,1.7722329,0
101283,19.460855,2.2252312,0
109569,21.424507,3.311228,2
7381,19.375631,4.2065187,1
71,18.593384,2.206447,0
798,18.8126,0.61776376,0
6040,20.8809,1.4062027,2
2245,20.722776,0.39554322,0
2806,19.88546,1.6976422,0
90471,20.811493,1.6238365,2
97904,19.272892,2.18477,0
172233,20.05925,4.162014,1
45062,21.916313,3.4324076,2
47566,21.208504,2.853643,2
95,20.128206,1.3616642,0
55729,21.31533,1.9828281,2
177615,21.773651,1.453471,2
3030,18.57123,2.5186872,1
3862,20.889479,2.634224,2
8153,21.190577,2.897294,2
5696,22.043968,1.3462139,2
6566,19.26021,2.5302453,1
480,22.05798,2.7142158,2
59501,19.183523,2.7831678,1
5574,19.76405,0.050954744,0
3634,20.272057,0.3242439,0
3117,20.771233,1.9503977,2
71462,20.51855,0.07350057,0
1866,21.013565,2.0701928,2
335,21.885693,3.9493008,2
3531,20.446268,1.6996937,0
151763,19.310366,3.2195365,1
2034,19.844082,2.3958902,0
172705,21.372515,2.9875212,2
67087,20.087687,4.937058,1
2180,22.341383,1.6821502,2
3270,18.175474,3.699554,1
170993,18.33306,2.5289507,1
8620,22.069887,2.6792996,2
26365,19.504242,2.026497,0
120138,19.778776,3.5918643,1
183295,18.016418,1.4094855,0
94985,19.09486,2.8083146,1
2100,19.476894,2.9808283,1
8965,20.262756,2.3562827,0
111551,20.898956,1.5956573,2
45028,18.808203,1.9636344,0
2628,20.262077,3.4817064,1
2502,22.653248,3.6764526,2
502,21.015934,1.416642,2
6433,19.195057,3.8430855,1
6266,19.210514,3.04851,1
5881,20.147928,1.2891853,0
4893,22.012335,1.1832296,2
114074,18.34139,2.3382514,0
54648,20.555004,2.682193,2
3999,20.483253,1.8046484,0
145951,19.461246,2.483596,1
922,20.621655,2.5934749,2
3024,20.511477,2.4335911,2
6812,20.541536,0.56594086,0
45880,19.616404,1.548804,0
176805,19.964859,0.87587667,0
429,18.686262,2.3898158,0
7773,19.685585,2.9647498,1
138702,22.164074,3.6048586,2
3454,20.010948,3.7896156,1
1804,20.35041,4.4507027,1
48342,20.543783,3.8574612,1
5347,20.705294,1.721112,2
6244,22.320892,2.6433468,2
173255,19.611256,3.771009,1
2382,21.463,3.2450583,2
4290,17.8391,3.0644813,1
46105,19.093369,3.6458488,1
7328,22.230053,2.7267227,2
569,19.236418,3.2646093,1
61123,20.348825,3.8124735,1
116985,19.460093,0.5234671,0
62956,18.760456,2.6748626,1
4689,20.12709,3.4220629,1
3826,19.164894,0.07234095,0
27816,21.892796,3.697199,2
5538,18.560244,2.0337129,0
3877,21.661865,1.4824435,2
422,21.447742,1.5457755,2
1119,20.238916,1.9976811,0
7345,21.204933,1.8223201,2
66915,21.720266,2.657526,2
4956,22.177166,1.7628933,2
65738,20.050787,4.6057367,1
49284,19.30827,1.7764245,0
3551,21.846668,1.3511358,2
141846,22.633814,3.4223804,2
93512,20.860067,3.414025,2
36517,20.316853,1.7330595,0
93831,19.466326,3.0956483,1
2076,20.305593,0.14256315,0
53464,19.231209,3.159604,1
120625,21.673565,3.7871685,2
364,19.617754,0.8537156,0
2706,20.971586,4.331088,1
1295,20.2817,0.6496799,0
1687,18.70289,2.50582,1
1066,18.241877,2.493092,1
4224,18.041788,3.7952492,1
86320,19.85342,2.458365,1
146986,19.174438,1.7132162,0
534,17.87608,0.98696786,0
4067,21.32818,3.1077044,2
81782,19.808655,0.19372927,0
2901,22.027103,2.0698166,2
128,20.46343,0.89768296,0
7088,19.84575,4.24989,1
50354,19.088118,2.7807415,1
1399,20.96947,1.3539009,2
2959,19.133316,0.97626394,0
140110,20.668736,4.8232737,1
7352,21.921309,3.566755,2
134847,18.77196,3.7891426,1
8665,21.63439,2.8729675,2
26612,20.455105,2.1858034,2
3628,18.725328,2.7920446,1
52287,21.472298,3.9865284,2
6482,19.675888,2.520401,1
6334,18.587042,2.9864438,1
1544,21.392046,1.2552912,2
4408,21.936441,3.7716446,2
6722,19.96316,3.5887604,1
7265,19.22596,2.668879,1
1973,19.344418,3.5023618,1
4030,22.37541,4.02358,2
2702,18.982439,1.2246262,0
88697,18.916832,1.901704,0
31433,19.964153,1.9679382,0
54281,20.915855,1.4619577,2
53808,18.120125,1.9500706,0
3997,21.931,3.0306683,2
27772,20.640785,1.9287379,2
159069,18.740038,3.5163875,1
115713,18.6969,3.697027,1
33085,20.714846,4.681025,1
47124,18.423193,3.1937325,1
7060,22.613422,1.5704914,2
6337,20.273005,3.3232744,1
6202,19.064447,4.1447234,1
156781,19.226576,3.313622,1
4015,20.202171,3.951696,1
5503,19.827772,1.0278788,0
156605,21.846655,2.6915362,2
1639,19.715117,1.7504067,0
2043,21.458162,2.6907501,2
3066,20.707327,1.2993803,0
135787,18.734896,2.3285003,0
1974,20.833437,4.813924,1
2692,20.5012,2.5524042,2
77846,21.609383,2.9174151,2
98230,19.145805,2.460935,1
55278,20.693058,2.771419,2
158402,19.560495,2.9073596,1
7155,21.443933,3.266646,2
8724,20.463118,2.7182212,2
1100,20.175133,0.45926055,0
181065,21.806381,3.7565637,2
3150,20.20488,3.152709,1
6387,18.718166,2.2168975,0
4630,21.885067,2.8781738,2
105720,22.107174,1.7530997,2
4885,17.976254,2.6181955,1
140715,20.655073,4.9930506,1
6342,18.579657,2.5761335,1
4144,18.120657,3.770654,1
75947,21.153454,3.1291256,2
145491,18.494284,2.0895271,0
515,20.365501,3.6043,1
8532,21.044537,0.71334,0
2303,22.042706,1.4251251,2
2551,20.689678,0.5088131,0
26729,20.732246,0.8667669,0
382,19.672504,2.6477683,1
96417,20.23293,3.6584318,1
32460,20.764502,1.4943464,0
113280,20.687204,1.0765924,0
88672,19.01822,3.1195178,1
35015,19.50401,2.1634276,0
96964,19.678802,4.440519,1
725,18.22942,3.218502,1
4573,21.830095,2.2381954,2
3573,19.537598,2.2301857,0
1941,21.751078,1.9261057,2
4920,20.417887,4.010352,1
38,21.384743,2.9413087,2
101070,20.422573,3.1626832,1
29,19.377941,0.1848016,0
56060,21.45561,3.957927,2
1019,19.771574,2.620797,1
1859,20.439182,0.70787543,0
1931,18.534367,2.0722241,0
8391,18.856716,3.2977903,1
2886,19.194502,2.7168741,1
