movieId,UMAP1,UMAP2,UMAP3,cluster
2952,3.5730882,4.5739045,1.7081931,0
113,8.036818,5.6175427,4.147358,2
133879,3.9349794,4.6467805,4.1017838,1
5268,2.4479916,3.428765,4.0690737,1
3700,2.5032835,2.587728,3.8968694,1
171751,5.7076993,3.0333426,2.9741163,1
6618,3.1155152,6.3763537,4.3245234,0
6873,6.089446,5.3742113,2.8828785,2
163527,3.4669464,7.046978,2.664137,0
93740,4.53729,4.9599953,3.8555775,0
30793,4.652272,5.2052674,1.5961496,0
139644,3.5119386,4.6587896,2.1422503,0
45503,5.6105337,5.190779,3.7496336,2
1990,4.118301,4.835289,1.8952321,0
7013,3.0184095,2.8564146,3.2460892,1
2969,6.7979803,4.1451683,4.826042,2
2339,3.0809665,3.7022119,2.2685425,1
25757,5.7713327,3.4487183,1.9532615,1
31123,5.760445,3.4553225,3.15446,2
4205,6.817587,3.3047037,3.7700965,2
4032,3.6374013,5.3997216,3.8209898,0
25996,3.233417,5.3289385,1.7313404,0
6911,3.4410832,5.9982605,1.903426,0
139642,7.150564,6.4402504,4.1723866,2
45440,6.9776635,5.6530757,4.773933,2
160954,3.5089984,5.556142,4.706063,0
8261,7.3755517,5.5644283,4.5876412,2
149350,4.2343183,5.1759396,4.310676,0
2818,4.303894,3.1606836,4.4954963,1
4200,6.235384,6.238884,3.4672089,2
97860,4.429664,4.8488193,1.419902,0
193565,5.888245,4.692702,1.9942894,2
62299,3.4782608,3.2551806,4.227885,1
5293,5.904598,5.188572,4.3878384,2
4034,6.0245686,5.6208563,3.293025,2
8373,5.141916,4.4938774,2.7655528,2
76743,3.9485338,6.262526,4.672417,0
1601,4.909613,4.854998,3.3133953,2
6557,2.9744377,7.387303,4.30074,0
129657,5.551798,6.2941766,4.0127025,2
2554,7.1605573,5.453867,4.704816,2
3535,7.891123,5.654672,3.01071,2
60074,3.1031597,4.796177,4.356771,0
65685,5.032559,4.5161734,3.6294215,2
90719,4.9208045,4.6111364,3.4243062,1
72603,4.525003,5.6590886,2.1620576,0
3663,5.6375027,3.4166334,4.493747,2
79251,3.6412141,2.6044507,3.2030315,1
4326,3.9377928,3.6934426,4.2736387,1
4426,3.5591705,6.343317,2.689505,0
74727,4.1695356,4.1079707,4.8802385,1
4970,6.8839045,6.4365144,4.307625,2
3512,8.072708,5.6020045,4.0776153,2
5704,4.810241,6.5472326,3.8947973,0
62293,6.4900484,5.976308,3.9574995,2
1054,5.0358434,3.3224726,2.5402536,1
6429,2.97837,4.878952,2.4535387,0
38198,6.9587374,4.236303,2.5208611,2
8638,4.760758,2.9858654,3.9576678,1
5416,7.2349086,4.798706,4.1879177,2
45720,4.9757233,3.4088268,4.890488,1
1652,6.2320256,3.3232245,3.8779395,2
96471,6.716,5.6746345,4.0630603,2
8778,2.777438,5.023575,4.3074956,0
4780,2.6100686,3.175425,2.9225156,1
649,2.9922256,2.8188353,3.8896253,1
141422,5.470087,3.410224,2.9842067,1
160848,7.4919147,4.628735,2.8666463,2
27,4.886533,4.8699026,4.7221584,2
6990,3.6175478,2.355392,3.6732852,1
5643,4.6644917,3.5374808,3.9617643,1
3355,5.582831,3.7513354,5.1446886,2
1956,2.2118366,2.830381,4.0760756,1
3451,3.2416775,2.6071167,4.0993037,1
1739,5.1213436,3.4205363,2.0243003,1
44613,4.823722,6.033586,4.347096,0
109971,5.3775496,6.274239,2.8222437,2
5915,6.3629055,5.817911,4.9309664,2
1621,3.5699232,6.5934153,2.8721597,0
3410,2.6347597,6.674633,2.6314933,0
984,3.7881677,5.083606,2.2218966,0
501,3.1759546,5.377622,2.0550313,0
5956,6.6066885,5.4885216,4.429601,2
4809,6.0337706,4.717743,1.965112,2
3809,6.2733226,5.9872675,4.520527,2
1556,5.09432,3.5987434,2.8150434,1
81018,2.419333,3.4347897,3.9711447,1
5836,4.0216627,6.037254,4.8601913,0
4725,5.418866,2.7821066,2.9568105,1
6417,3.093735,5.4514356,4.104102,0
3306,3.3655162,5.2877903,1.9999323,0
5932,2.8535547,5.991662,4.1276593,0
109383,4.1685777,3.1270251,1.779601,1
3629,3.752642,6.383447,2.7096882,0
27905,4.2560444,5.9825845,3.587818,0
368,3.4020267,3.36737,2.9007437,1
1351,4.9766307,3.035655,3.3886006,1
93270,6.11248,4.117886,1.497405,2
149830,6.953803,3.9361897,4.074872,2
3338,2.515657,1.8361182,4.336805,1
96448,6.167876,4.0588684,5.105495,2
3827,4.3099065,3.210257,1.685626,1
2485,7.37914,5.34621,3.0317087,2
5537,4.3410873,4.18766,4.5586786,1
101973,6.414602,4.7243705,3.5882697,2
631,4.297361,6.4023533,3.101335,0
69529,2.3020067,7.320597,4.1283545,0
65882,3.4719572,2.5863142,3.2671936,1
720,7.501221,4.6288414,3.0188518,2
180987,2.2922108,7.357056,4.1291513,0
4063,4.0670114,4.807154,4.928748,0
6051,4.3290114,2.2672725,3.458439,1
54736,3.678164,4.9008203,1.5082802,0
2290,3.533975,2.5348215,3.7526698,1
105037,5.84254,5.784299,4.0673556,2
8641,7.861426,5.2232914,3.0528808,2
564,7.0205216,5.6452174,4.409176,2
4581,6.333813,4.775165,5.1726155,2
5922,6.8777637,5.103139,2.4561071,2
3793,4.6137366,4.1286683,4.127804,1
3007,5.4053106,5.5621977,3.7561977,2
6689,7.4203153,4.729411,2.7577682,2
167746,4.1077604,5.845228,1.9083489,0
43912,2.4661362,5.338476,2.9782271,0
6577,3.022364,4.9368224,2.6973875,0
70728,7.639036,5.810413,3.2386403,2
3884,4.016667,3.4219687,1.7692572,1
116411,7.7879305,4.7762895,4.1167665,2
3948,6.4486866,4.7298436,1.274141,2
2541,7.029745,5.7265735,4.168219,2
168712,6.7573667,6.3541436,4.213644,2
26322,6.614596,4.3403416,4.854411,2
62374,3.3478236,4.948512,1.6064105,0
6880,7.9563546,5.4720116,3.3263128,2
142020,3.467904,6.259765,2.5083327,0
7292,6.325513,5.337712,2.1253295,2
3368,2.6441185,2.8691149,3.2692535,1
456,6.163143,6.7815657,4.013816,2
1771,4.6064487,3.056585,2.9415305,1
5712,1.9684185,5.881801,4.027888,0
148,2.4453046,2.7896857,3.6252146,1
3262,3.787165,2.264812,3.2189138,1
2104,4.9399233,2.9371185,2.0767748,1
2634,5.811663,3.7120786,1.7774802,2
27006,5.6586485,4.434388,3.7190475,2
118198,7.553777,5.175402,3.225215,2
8327,3.8661761,5.000205,1.8494554,0
31545,7.000615,5.3983984,4.8348923,2
2889,3.5185995,5.1742086,2.0178556,0
105351,6.9763455,5.9581184,4.259682,2
108932,2.855958,4.082319,3.200702,1
3090,2.3048308,6.5967345,3.601281,0
703,3.7318382,6.7639327,1.8429817,0
8093,4.123602,4.2972527,2.7990441,1
185435,7.137533,4.6904993,2.6818218,2
1282,4.5021114,6.9272127,3.3857875,0
9010,2.9081516,4.07948,3.2379253,1
1927,3.2576969,1.7576606,4.364692,1
632,5.207209,3.3003173,3.1755118,1
8773,3.9285748,3.996272,2.2586336,1
180095,4.5795264,6.2242765,4.969799,0
1957,1.7923542,4.0966973,4.105792,1
166183,4.7718925,4.954363,2.5887468,0
3448,2.4351897,2.5685751,3.792971,1
159161,3.6577108,6.7881203,1.8786603,0
2481,2.0740008,6.0963454,4.045016,0
1977,4.232665,5.0853586,2.0582385,0
35836,5.8790565,7.233257,3.0195203,2
5222,5.3669605,6.968121,2.7002707,0
3374,8.12787,5.251384,4.143647,2
7037,2.9591923,6.709577,4.515379,0
2420,6.9809623,5.9829435,4.3415623,2
6125,4.641182,5.0921307,1.7184824,0
3928,3.2878215,2.434991,3.8876693,1
57,6.869327,6.3795376,3.2198622,2
25750,3.4979584,6.7610073,2.205303,0
8370,6.5088344,4.9304624,3.5585873,2
536,4.3864684,6.840024,3.4229903,0
3515,3.0166597,4.8382087,3.23223,0
7346,6.2634125,7.2578382,3.3475964,2
69394,7.786322,4.6497803,3.8655465,2
107723,5.7995276,5.2043805,4.2567835,2
82461,5.015101,5.4865913,4.045517,2
141818,1.7599797,3.7839432,3.9983509,1
2470,2.8903115,3.0625136,3.279743,1
158238,4.6290445,4.229936,3.2051768,1
1140,5.843884,3.4710715,3.315358,2
70183,6.40338,6.999738,3.2358596,2
118572,4.7828045,4.086591,2.5395901,1
6950,7.3818617,5.216614,3.6617553,2
4963,2.6197162,6.942071,3.9748018,0
7344,3.2087452,6.807021,3.077659,0
33672,7.096825,6.2778425,3.5102015,2
55908,6.693981,4.6702867,3.9929576,2
488,3.0658748,3.2641304,3.4018626,1
220,2.5640085,6.2501917,3.3159914,0
147196,4.0149307,3.8296046,2.4075017,1
5941,4.355744,3.9808502,3.504993,1
265,6.2149663,4.942533,2.0538514,2
5285,4.3210454,4.3014374,5.119444,1
8362,4.514305,2.9741864,2.757506,1
3679,1.8600856,4.3730345,3.9026246,1
1353,7.429876,5.564681,3.49151,2
134861,4.769332,5.085969,2.8651717,0
142509,5.8334394,6.0407667,4.3633366,2
63062,6.0008683,4.1619844,4.7853584,2
538,6.049233,4.04454,5.227286,2
3917,2.4368424,3.6787536,4.1710634,1
2529,6.5447636,3.900332,5.1328106,2
119655,5.667952,6.2474895,3.6552043,2
1049,5.6696987,4.570928,1.874044,2
2012,6.3770456,4.8250914,4.4232,2
103685,5.8964953,2.8778136,2.5495799,1
263,3.5881157,5.963981,1.3403344,0
1475,5.094045,5.9240127,4.168929,0
67197,7.316725,6.5092697,3.1368513,2
58806,3.7975712,4.449642,2.0576243,1
2935,4.459227,4.8601723,4.827019,0
5585,6.8316393,5.7639074,4.571578,2
128620,2.586079,2.5491803,3.4899108,1
5452,4.6747394,3.2399049,1.8205673,1
4240,6.296087,4.2664165,3.0202749,2
136786,3.6549728,3.8206522,2.1514037,1
33090,4.147265,6.6265454,2.0863376,0
161032,4.4421115,5.3005276,4.6769695,0
2857,3.674027,2.6069655,3.2700648,1
76093,6.313906,4.463014,3.5684078,2
30803,3.694683,1.8528899,3.9830036,1
55261,5.241019,3.9489293,1.8157235,1
3446,5.940669,4.4348607,3.3069923,2
2178,2.5668552,2.099121,3.694195,1
95949,3.805755,3.8815393,1.7445753,1
3045,3.3766081,2.2209592,4.4278116,1
7085,5.3297153,3.4125242,2.4537776,1
185,4.725113,3.235355,4.322749,1
7177,7.2958803,6.602853,3.0228882,2
76738,6.4935336,3.5823026,4.706667,2
3849,3.426316,2.601283,3.6033347,1
136664,3.5706902,7.0823135,4.722412,0
36509,7.064795,3.4869318,3.9174333,2
168326,6.913355,3.694095,2.991827,2
5421,5.6982164,4.923308,3.5081284,2
71668,5.1649237,3.2868125,4.4486623,1
71033,8.051314,6.053283,3.796378,2
88448,5.2764063,6.3204618,2.2757053,0
79259,5.822021,3.8683145,1.691529,2
66320,8.044674,5.7591925,3.193054,2
33679,7.1127405,4.76024,4.2156463,2
3329,5.289883,4.246525,5.1441984,2
49280,8.137439,5.4539037,3.3214958,2
3147,7.8478103,6.133983,3.6662178,2
5093,7.8289876,4.7241845,4.3267236,2
27834,7.073953,5.1143622,5.1005473,2
8916,5.7462187,4.287319,2.9174843,2
8043,2.4061377,5.5964093,4.244867,0
60293,6.749039,3.8903618,2.9843514,2
8918,6.470175,3.7103488,5.0658746,2
7091,5.709892,7.208043,3.5563645,2
6222,7.817228,4.7451863,4.542771,2
5419,7.1548924,5.7485046,4.0902433,2
7251,6.321155,4.0231276,2.9639568,2
1116,5.2441716,2.880723,3.366884,1
1238,3.5415504,2.574007,4.632125,1
75985,7.037013,5.6183286,4.0673676,2
118530,4.073402,3.6623144,4.076902,1
118924,4.3261614,5.4539204,3.4380307,0
109673,4.613473,3.5872512,3.511908,1
26712,7.186286,5.4050016,4.938578,2
175485,6.1288705,5.797902,4.616366,2
993,6.8450065,5.2210317,5.068229,2
3538,5.4423084,4.0241027,5.442612,2
7266,4.6824102,4.074493,3.217753,1
5699,3.4031954,4.2982235,4.121716,1
4259,6.012697,5.954539,4.6980495,2
44004,3.5305765,6.5549455,2.0646896,0
5493,2.8249383,2.8264806,4.1919565,1
7894,3.414265,2.0639255,3.814443,1
50442,7.0901146,4.948285,2.609685,2
180045,3.8707361,4.070856,2.5035415,1
2740,4.477828,3.0680468,3.4315193,1
653,2.396933,3.7353528,4.463992,1
5747,2.6262403,1.8924147,4.3951454,1
3758,5.5238986,5.8707004,2.6462486,2
115617,4.219479,6.6829143,3.4668872,0
128366,3.472193,4.8849998,3.0210423,0
3412,2.4701986,6.358936,3.8988185,0
30810,4.0485425,3.3618944,4.3598824,1
4265,7.213189,4.1558857,4.6887045,2
6776,7.708885,5.300996,2.6251893,2
81132,4.0124617,2.161731,3.7977815,1
1674,2.73363,1.8224753,4.4851904,1
81383,4.2990403,3.1643705,2.0729449,1
4475,4.9036,3.1318135,1.8958427,1
132800,2.7378917,6.131921,4.186886,0
1335,7.994285,5.17509,3.9127622,2
7008,5.5785723,4.94658,2.6203904,2
987,5.3890924,5.9016056,4.842056,2
61319,5.7352476,3.8534825,2.6058276,2
8454,3.5453227,7.1564384,4.714607,0
2586,3.1925335,6.137795,1.6475339,0
7025,6.648522,4.437886,4.7805753,2
406,5.4555197,4.5767813,3.8068926,2
2040,7.997154,4.9002986,4.1294575,2
6777,2.7803848,1.9775838,4.488288,1
56156,6.245258,6.2352448,3.6304238,2
32515,3.4655447,6.2628098,1.4429579,0
100487,3.0977428,4.972537,2.4455323,0
919,2.1901855,5.9533787,3.7918656,0
4520,4.7209425,3.7547324,2.8740952,1
141513,5.409047,3.9505188,5.4056787,2
6324,5.9394503,3.505275,4.5698957,2
678,5.9521112,6.3856025,4.4459643,2
3072,5.37722,4.7409034,5.417081,2
4158,4.2461658,5.2098303,2.4037006,0
104908,3.730541,3.957085,4.571868,1
4237,4.9883695,2.9716046,2.306869,1
69904,5.722502,3.0618713,2.8685696,1
8875,6.2971954,5.292351,4.1531563,2
5965,7.4880505,4.989301,4.839403,2
34437,4.190734,4.727002,3.0055323,0
38294,3.6169457,3.457701,4.5633845,1
1359,6.199575,4.523368,3.4985223,2
3942,4.7181206,6.2104373,4.738318,0
2408,6.3103876,3.4131813,4.459495,2
4260,3.01343,2.4171164,4.1752467,1
476,5.649904,3.5252364,5.061434,2
1821,3.3632965,6.3762207,3.4236305,0
174815,6.96276,6.303782,3.4834578,2
7125,2.1248682,4.6115165,3.9655857,0
6379,5.77734,6.0451126,2.0972636,2
65982,4.305387,5.7265406,1.6662973,0
1994,7.047604,3.6567507,4.7064767,2
2298,2.9337049,7.2795696,4.5977197,0
97757,3.2066193,5.2461596,3.4913452,0
114554,7.7506304,6.3893847,3.8398407,2
3014,3.5153732,6.274461,2.147526,0
2122,7.5058265,4.718073,4.886359,2
1933,3.4130647,1.9740975,4.1655,1
73569,2.734049,6.2020154,4.2852817,0
5423,3.9318085,5.6985826,3.2052135,0
2314,4.914868,3.6073508,4.7840686,1
5779,4.367152,3.246587,3.9349732,1
102903,3.2051344,5.0546126,2.6260355,0
2035,6.541178,5.316564,3.9210618,2
3507,3.5964525,2.9229288,3.1795983,1
7720,3.3653378,2.51156,3.842678,1
134393,4.437209,6.4651556,3.1977668,0
1783,7.826061,5.3133445,4.197096,2
1105,5.34164,4.941419,4.233887,2
1500,6.1912165,5.073257,2.2144578,2
5668,7.538602,5.4847965,3.9178975,2
5458,3.4781427,5.1648154,1.7708528,0
127319,5.823948,5.4119425,1.4475274,2
115727,4.3810296,3.773625,2.4742289,1
529,3.0952055,4.9960093,2.6577735,0
2352,4.0119915,3.7304404,1.569841,1
27008,2.912843,4.649817,2.3523352,0
6341,6.523685,4.353058,4.7692122,2
151777,4.7974563,3.1441,4.1755714,1
6005,6.7062526,6.6330924,3.5872526,2
42725,5.076767,4.9254594,2.4764977,2
68159,3.619627,5.3580666,3.053517,0
434,6.5127745,5.2405996,2.8270493,2
4171,4.99784,6.9180303,2.5412688,0
91978,6.0175643,4.0960836,3.2705967,2
1807,4.855547,6.0699496,3.6402962,0
1624,3.029729,6.495119,3.439443,0
4738,3.520192,6.637009,2.113554,0
3643,3.9356663,4.2652793,4.831549,1
111921,6.397405,5.8922625,4.7100067,2
3958,4.2353535,5.61663,2.7570882,0
1836,5.507607,6.138476,2.0848193,2
1406,2.7462738,6.6138306,4.309832,0
143559,3.7146692,1.8628625,4.302788,1
2411,2.5651934,3.0261543,4.0332856,1
7767,3.9547212,6.493146,3.8165946,0
1837,3.4212906,5.593717,1.6965694,0
7064,2.8929129,4.4858947,3.4687567,1
7822,6.6222734,4.5611806,3.8070915,2
2517,3.8187997,2.7175515,4.245854,1
68536,1.9551032,5.5677495,4.159157,0
688,4.6324644,6.251563,2.988525,0
4813,3.162627,2.9594898,3.7691007,1
47254,6.720351,5.6859875,2.933711,2
157108,4.502692,5.519681,4.617113,0
71248,4.208305,5.1079326,3.157581,0
1611,5.4485607,3.395325,3.6691985,1
1586,6.4761057,3.830482,5.0794134,2
5768,3.314967,6.696953,2.0884905,0
1196,5.4522614,3.9569561,5.3037505,2
6571,5.3341293,3.7230523,4.71573,1
6371,5.09215,3.9376245,4.4134145,1
121097,3.8007636,5.971176,3.5677822,0
7701,4.1429496,3.3701825,4.154315,1
115065,4.500972,3.4040933,4.2449207,1
166203,7.925711,5.7356486,3.9948456,2
6710,3.339616,2.6190133,3.7560756,1
4818,6.4726863,4.6113367,1.9044878,2
164540,4.557335,3.0259075,2.992287,1
114601,5.70204,2.9494262,2.6289847,1
3089,6.1701574,6.5582986,3.9883904,2
27741,2.629354,5.009481,3.9712894,0
3003,3.8760889,2.344459,3.1395855,1
51037,5.0008097,4.4172726,2.6370625,1
26147,2.783073,6.9467163,4.3408804,0
3470,5.5141525,4.4389067,3.7073581,2
182823,7.5537734,4.6837916,3.112413,2
7394,5.612949,4.3390517,4.814002,2
1342,6.685694,6.1306334,4.768367,2
6899,3.4376266,4.761361,2.0135498,0
58783,4.640388,5.845441,4.9022894,0
47122,2.268063,2.741924,3.7288232,1
5379,3.5135674,6.70392,4.755334,0
25834,3.5090406,6.3644032,2.1480725,0
2353,6.7148438,4.2780614,2.3092315,2
118834,2.8548343,7.1330376,4.112522,0
269,2.7992768,3.5363314,4.181593,1
73015,3.3239348,4.2539454,4.1069384,1
5840,3.4505005,7.2253504,4.645847,0
95717,3.9666579,6.8407125,3.8775246,0
34321,2.3545835,2.6084902,4.0751166,1
3362,2.5408504,1.8923949,4.511653,1
6593,5.8479176,7.238612,3.335792,2
3912,4.5242558,5.2258945,2.7191222,0
50514,7.0531793,6.1330094,3.098731,2
4007,5.781586,7.071834,2.7336752,2
3071,4.4793134,3.1884701,1.8596565,1
69251,4.259206,4.9553585,3.799563,0
55820,5.6379395,4.363524,5.4715605,2
2044,3.813043,7.18111,4.3852663,0
252,5.173697,4.7973194,3.3843958,2
137863,4.1887946,6.1585393,3.0111449,0
131578,3.5022743,3.7220044,2.2235746,1
3004,4.867741,3.3186426,2.8275478,1
7839,4.375124,7.203409,2.7245436,0
86237,3.625074,2.7448888,4.060842,1
105468,6.0519743,3.668856,4.901354,2
27716,5.8277116,6.4662786,3.1842408,2
1190,4.22819,3.9056513,2.652348,1
5742,4.2331543,3.1494126,2.2556038,1
4019,6.180047,5.95432,2.8641102,2
2459,6.530703,5.3390636,3.954873,2
7368,2.537127,3.7329981,3.8671687,1
6464,6.0549493,3.7570286,2.896163,2
366,2.5696883,5.8353405,2.505998,0
1614,4.204045,5.3221827,3.1275797,0
3882,5.1538615,4.1410947,4.611099,2
3933,3.3850455,2.4240098,2.9530835,1
80551,6.851415,5.0961776,2.4400182,2
114670,4.621141,3.6520433,2.7889307,1
124853,2.5341682,1.8664863,4.5077405,1
32294,3.6310754,6.516637,4.839178,0
1476,6.9416766,5.4068966,4.165278,2
128908,4.696747,2.9144046,2.360101,1
3914,5.911394,2.821167,2.970867,1
42728,6.5037417,4.5350294,3.3417385,2
84152,7.2650695,4.3340435,3.1192338,2
133419,5.775938,4.0561357,2.861104,2
4711,6.777823,6.7501903,4.072342,2
48043,2.5092897,2.7027016,4.212345,1
242,5.705491,4.750647,1.9827741,2
4397,2.8072336,5.3369374,2.5724192,0
3737,4.061017,3.0821905,4.7436514,1
27491,7.6062407,4.841029,4.251281,2
1043,4.530575,3.2667556,1.5635046,1
133798,5.1823106,5.737083,3.4392161,2
954,5.724667,4.868119,5.274823,2
117881,5.269414,5.8475437,4.904124,2
5398,5.3430514,4.289058,4.518584,2
1562,4.9244814,5.3847556,4.715389,2
5459,6.4616733,6.436368,2.9536765,2
2432,7.9327345,5.2460957,3.8062222,2
85394,4.236231,4.7242584,4.748781,1
5771,7.854243,4.225146,4.7162004,2
81845,5.1297526,4.4745107,2.6348162,2
62586,3.1597376,4.5437455,2.677474,0
86377,3.0835035,7.199241,4.3456874,0
232,4.288787,5.35323,3.3794065,0
82857,4.9994698,3.0592313,4.2083945,1
8966,5.9135046,4.394075,5.295984,2
1426,3.067687,5.652852,2.4286187,0
650,3.880089,4.9833846,3.9615068,0
54354,4.2073064,2.9590478,3.8460515,1
5938,3.8168874,2.9465802,4.4712825,1
81784,6.017714,6.9256496,3.217112,2
26184,4.403366,6.368354,4.439794,0
4580,3.3428133,4.013039,4.7055354,1
137859,4.0388217,5.1743393,3.972631,0
56563,4.937869,4.781212,1.6493258,0
3067,2.5473268,5.853976,3.3376122,0
84942,7.1932406,4.5112042,3.208485,2
53921,5.8493514,3.5594234,1.8643827,2
27032,5.1450295,4.494349,1.5405242,1
3763,4.2749424,4.113409,1.9332948,1
4683,3.4828165,5.9757442,4.889011,0
172887,2.573979,2.6140966,4.220808,1
80880,6.181097,4.5897098,1.3800046,2
781,3.8345084,4.958979,4.5307455,0
1458,4.716551,5.638547,1.7400525,0
4407,4.566697,2.3603442,3.6083267,1
4626,3.5575562,3.2892673,3.4387019,1
1237,2.4155412,3.1832914,3.8891523,1
46948,4.277859,3.1570475,3.5306678,1
3440,4.600579,5.335185,4.7695527,0
788,5.129023,4.1653285,2.3743787,1
95558,3.8392725,5.8556595,3.0558615,0
116505,6.1230564,3.568926,1.9454556,2
1030,3.8136022,2.9662237,2.7559614,1
4511,5.448951,4.9439907,1.9999557,2
7075,6.6486316,5.5093827,3.9852726,2
1417,1.7862744,3.6735845,3.739853,1
5812,6.3272862,5.9551396,3.8201294,2
25952,7.2874904,5.8592625,3.186411,2
99638,3.1178837,3.1934936,4.869005,1
4440,5.902271,4.522641,4.8034134,2
6614,2.9240708,3.075527,4.027198,1
2926,7.188603,5.6141667,4.6387877,2
1533,6.3073177,4.5484643,1.1588187,2
100163,6.1393886,5.660208,3.718944,2
4883,4.4729505,2.9287093,2.122818,1
167036,5.2020698,5.067275,2.579658,2
51080,3.9095702,2.071429,4.586851,1
106920,6.718838,6.811025,3.7876184,2
546,4.564243,5.436558,3.6077883,0
1839,3.9509428,6.8654685,3.2064102,0
5638,6.021799,3.9559832,1.7470388,2
8974,3.2766669,6.137378,2.1133182,0
3544,6.1285396,3.9879305,4.7321043,2
104218,4.001333,5.250425,3.4651153,0
91337,3.239619,6.04229,3.442395,0
34153,5.7847257,4.275734,5.4457355,2
7245,3.0042706,5.7202463,2.1207104,0
5543,3.282304,3.0513093,3.696303,1
113829,4.499171,2.8696587,2.2770164,1
86286,2.7897863,4.5502434,3.489807,0
3474,4.782443,4.289704,1.4745275,1
5278,5.952362,3.778847,2.8909874,2
95313,3.1655924,7.13801,2.81184,0
104419,3.7886705,4.932339,4.468862,0
6116,4.8794527,3.635609,2.6452703,1
68952,7.5577583,5.4050603,3.8306365,2
5785,7.478029,6.0000587,3.1470854,2
8711,3.032313,3.0278146,3.1083283,1
6290,3.030547,3.1783507,3.0981302,1
4848,5.088485,3.1916919,1.8520945,1
1948,6.1524935,4.5947165,3.624949,2
116897,7.8646917,5.3046837,3.9075775,2
3915,4.261835,4.484155,3.9661572,1
2488,5.3663087,5.3425217,4.657527,2
160400,4.872092,2.985104,2.067621,1
548,7.4181466,4.5251865,4.6966004,2
6973,6.0944524,6.018645,4.6399407,2
161127,5.6379433,6.1253037,2.1243892,2
3863,5.24373,4.427362,1.9019566,2
48698,6.9313893,3.4066916,3.801375,2
67997,2.4012465,2.047229,4.054407,1
616,3.4407718,6.1269474,1.7617524,0
182749,3.3383255,6.99146,2.192704,0
942,2.2725124,4.9672065,3.4968414,0
7235,6.877972,6.591421,3.5946126,2
256,3.1820836,6.152147,4.275996,0
136564,7.9974694,6.2756677,3.5124466,2
2566,3.9037125,6.5353637,3.1232243,0
387,5.7018056,4.2000203,2.8515513,2
4971,6.1773043,4.506746,5.2824297,2
26539,7.003701,6.0988874,3.2487507,2
62394,4.1964383,5.6043763,3.4026496,0
7382,7.8737206,4.8468146,3.2359776,2
74508,5.295955,4.297859,4.579921,2
31698,4.2281027,3.437373,2.5012684,1
108949,3.0295868,4.750164,1.9962223,0
27329,7.842119,6.352982,3.3561141,2
93208,3.5182538,6.3529015,1.6735818,0
65514,4.3076315,2.8724248,3.7067707,1
3173,6.553751,5.0892615,4.157298,2
60487,2.8768737,6.8448434,2.9191132,0
5876,6.11604,5.465479,5.1755457,2
42602,5.8905334,2.906134,2.9902887,1
2633,3.5177276,5.4297075,3.3117833,0
93982,7.444484,4.806885,4.098888,2
2091,4.569759,3.8425934,1.7770467,1
133365,7.7132883,6.4049306,3.4822814,2
6882,5.4826894,3.0253806,3.9914863,1
7142,3.8487673,5.9138393,2.0207438,0
160440,3.5733175,4.919837,4.153132,0
44731,7.7324452,5.691213,4.0974584,2
3852,1.817754,4.0100136,4.081208,1
2257,2.1795938,5.905456,4.217828,0
132618,5.952967,3.4799328,4.2027097,2
2607,4.582877,2.9619615,2.3058972,1
1199,7.3283544,4.5733447,4.046682,2
59258,2.2609777,5.8128457,4.2375903,0
4117,6.992698,4.650322,4.272343,2
