movieId,imdbId,tmdbId,title,genres,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
6678,99731,20815,"Handmaid's Tale, The (1990)",Drama|Sci-Fi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5313,277296,9334,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7205,73906,14815,"Wind and the Lion, The (1975)",Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,107225,23637,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5849,81427,13386,I'm Starting From Three (Ricomincio da Tre) (1981),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075,59646,11481,Repulsion (1965),Drama|Horror,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5619,326306,54714,"Trials of Henry Kissinger, The (2002)",Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4133,93507,11649,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
179,113729,47608,Mad Love (1995),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5364,250797,2251,Unfaithful (2002),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
912,34583,289,Casablanca (1942),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2333,120684,3033,Gods and Monsters (1998),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198,114558,281,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
7010,101316,10995,"Lover, The (Amant, L') (1992)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6405,43067,6646,Treasure Island (1950),Adventure|Children,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3833,52646,33468,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
107141,2140373,140823,Saving Mr. Banks (2013),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4610,97613,32059,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3857,163983,10391,Bless the Child (2000),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26133,59026,13187,"Charlie Brown Christmas, A (1965)",Animation|Children|Comedy,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161634,4160708,300669,Don't Breathe (2016),Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51086,481369,3594,"Number 23, The (2007)",Drama|Mystery|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4975,259711,1903,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
27604,312843,12720,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3019,97240,476,Drugstore Cowboy (1989),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
56788,472062,6538,Charlie Wilson's War (2007),Comedy|Drama|War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8984,349903,163,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
161354,4853102,382322,Batman: The Killing Joke (2016),Action|Animation|Crime|Drama,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26242,67023,839,Duel (1971),Action|Mystery|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66198,963178,4959,"International, The (2009)",Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
27627,320193,26955,Oasis (2002),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
58105,416236,8204,"Spiderwick Chronicles, The (2008)",Adventure|Children|Drama|Fantasy|IMAX,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
73344,1235166,21575,"Prophet, A (Un Prophète) (2009)",Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2952,119256,8052,Sydney (Hard Eight) (1996),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
113,115645,43566,Before and After (1996),Drama|Mystery,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
133879,60330,5061,Carry On Don't Lose Your Head (1966),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5268,248190,29135,No Such Thing (2001),Drama|Fantasy|Romance,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
3700,87004,26889,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
171751,374887,19625,Munna bhai M.B.B.S. (2003),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6618,286112,11770,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6873,138524,11775,Intolerable Cruelty (2003),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
163527,1694505,296193,Comedy Central Roast of David Hasselhoff (2010),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93740,1441952,81025,Salmon Fishing in the Yemen (2011),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30793,367594,118,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
139644,3397884,273481,Sicario (2015),Crime|Drama|Mystery,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
45503,438315,13689,Peaceful Warrior (2006),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990,105179,41769,Prom Night IV: Deliver Us From Evil (1992),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7013,48424,3112,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2969,61138,42726,"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2339,155753,17037,I'll Be Home For Christmas (1998),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25757,18037,939,"Jazz Singer, The (1927)",Drama|Musical|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
31123,310203,7229,Ruby & Quentin (Tais-toi!) (2003),Comedy|Crime,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,100140,4587,Mermaids (1990),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4032,218182,29122,"Everlasting Piece, An (2000)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25996,47522,3111,"Star Is Born, A (1954)",Drama|Musical,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6911,38661,31206,"Jolson Story, The (1946)",Musical,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
139642,1798684,307081,Southpaw (2015),Action|Drama,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45440,364955,9786,Art School Confidential (2006),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160954,3531824,328387,Nerve (2016),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8261,75612,41662,3 Women (Three Women) (1977),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149350,3201722,356486,Lumberjack Man (2015),Comedy|Horror,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2818,113438,28737,Iron Eagle IV (1995),Action|War,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4200,101764,9594,Double Impact (1991),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97860,1764234,64689,Killing Them Softly (2012),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
193565,1636780,71172,Gintama: The Movie (2010),Action|Animation|Comedy|Sci-Fi,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62299,913951,12683,Alone in the Dark II (2008),Action|Horror,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5293,264472,1537,Changing Lanes (2002),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4034,181865,1900,Traffic (2000),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8373,327162,9890,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
76743,314121,8980,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),Action|Adventure|Comedy,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,119311,22073,Hoodlum (1997),Crime|Drama|Film-Noir,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
6557,113533,68927,Born to Be Wild (1995),Adventure|Children|Comedy|Drama,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129657,2401097,290764,Tracers (2015),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,56931,30202,Children of the Damned (1963),Horror|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3535,144084,1359,American Psycho (2000),Crime|Horror|Mystery|Thriller,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
60074,448157,8960,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65685,494238,2309,Inkheart (2008),Adventure|Fantasy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90719,1616195,88794,J. Edgar (2011),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72603,1526300,25472,Merry Madagascar (2009),Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,107899,26957,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
79251,1273235,73861,"Serbian Film, A (Srpski film) (2010)",Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4326,95647,1632,Mississippi Burning (1988),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4426,48261,18030,Kiss Me Deadly (1955),Film-Noir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74727,68519,20871,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
4970,20697,228,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3512,122459,2621,Return to Me (2000),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5704,81764,44932,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),Horror|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
62293,864761,12783,"Duchess, The (2008)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1054,116404,49471,Get on the Bus (1996),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6429,43137,14551,Winchester '73 (1950),Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38198,424024,10700,Darwin's Nightmare (2004),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8638,381681,80,Before Sunset (2004),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5416,298798,18408,Cherish (2002),Comedy|Drama|Thriller,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
45720,458352,350,"Devil Wears Prada, The (2006)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1652,120539,62422,Year of the Horse (1997),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96471,106104,202043,Prime Suspect 3 (1993),Crime|Drama|Mystery,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8778,38494,20417,Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4780,255321,48834,Liam (2000),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
649,109028,68445,Cold Fever (Á köldum klaka) (1995),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141422,3077214,245168,Suffragette (2015),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160848,3666024,337703,The Red Turtle (2016),Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,114011,9263,Now and Then (1995),Children|Drama,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6990,79240,11583,The Great Train Robbery (1978),Action|Adventure|Comedy|Crime|Drama,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5643,95895,24348,Powaqqatsi (1988),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3355,142688,622,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1956,81283,16619,Ordinary People (1980),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3451,61735,1879,Guess Who's Coming to Dinner (1967),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1739,118539,32302,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44613,446046,12763,Take the Lead (2006),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109971,2955316,236737,Ocho apellidos vascos (2014),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5915,83284,17360,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1621,120169,29461,Soul Food (1997),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3410,180181,117259,Soft Fruit (1999),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
984,117357,85328,"Pompatus of Love, The (1996)",Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,107653,21450,Naked (1993),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5956,217505,3131,Gangs of New York (2002),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4809,86312,12502,Silkwood (1983),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3809,103241,10276,What About Bob? (1991),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,120179,1639,Speed 2: Cruise Control (1997),Action|Romance|Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
81018,775489,41201,"Illusionist, The (L'illusionniste) (2010)",Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5836,51745,1377,Houseboat (1958),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4725,261983,10972,Session 9 (2001),Horror|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6417,104743,12629,Live Wire (1992),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306,18773,28978,"Circus, The (1928)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,83702,42124,Burden of Dreams (1982),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109383,2073520,84319,"Oversimplification of Her Beauty, An (2012)",Animation|Comedy|Drama|Romance,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3629,15864,962,"Gold Rush, The (1925)",Adventure|Comedy|Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27905,405821,11662,Casshern (2004),Action|Drama|Fantasy|Sci-Fi,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
368,110478,9359,Maverick (1994),Adventure|Comedy|Western,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1351,115710,31640,Blood and Wine (Blood & Wine) (1996),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
93270,1636826,57214,Project X (2012),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149830,1374989,58431,Pride and Prejudice and Zombies (2016),Comedy|Horror|Romance|Thriller,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3338,97372,20423,For All Mankind (1989),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96448,1714203,71668,Piranha 3DD (a.k.a. Piranha DD) (2012),Comedy|Horror,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3827,186566,5551,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2485,160862,10314,She's All That (1999),Comedy|Romance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5537,300453,97447,Satin Rouge (2002),Drama|Musical,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
101973,1433811,127517,Disconnect (2012),Drama|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
631,115509,19042,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
69529,1014762,62320,Home (2009),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65882,815245,14254,"Uninvited, The (2009)",Drama|Horror|Mystery|Thriller,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
720,118114,503475,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180987,3411444,364689,Ferdinand (2017),Animation|Children|Comedy,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,105165,2613,Prelude to a Kiss (1992),Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6051,70155,7514,"Harder They Come, The (1973)",Action|Crime|Drama,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54736,431197,4349,"Kingdom, The (2007)",Action|Drama|Thriller,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2290,81554,11337,Stardust Memories (1980),Comedy|Drama,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105037,1758795,129139,"To Do List, The (2013)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8641,357413,8699,Anchorman: The Legend of Ron Burgundy (2004),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,109403,24405,Chasers (1994),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4581,97142,21291,Dad (1989),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5922,80393,29743,Attila (Attila Flagello di Dio) (1982),Action,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,120903,36657,X-Men (2000),Action|Adventure|Sci-Fi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3007,181288,14242,American Movie (1999),Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6689,357470,21413,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
167746,4116284,324849,The Lego Batman Movie (2017),Action|Animation|Comedy,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43912,349467,9959,Freedomland (2006),Crime|Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6577,102202,24993,Kickboxer 2: The Road Back (1991),Action|Drama,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70728,1172570,18533,Bronson (2009),Action|Comedy|Drama|Thriller,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3884,198386,19150,"Crew, The (2000)",Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116411,2991224,238628,Tangerines (2013),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3948,212338,1597,Meet the Parents (2000),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,139134,796,Cruel Intentions (1999),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
168712,4465564,341174,Fifty Shades Darker (2017),Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
26322,71571,16246,Gone in 60 Seconds (1974),Action|Crime|Drama,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62374,758774,12113,Body of Lies (2008),Action|Drama|Thriller,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6880,324216,9373,"Texas Chainsaw Massacre, The (2003)",Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142020,62083,2798,Oscar (1967),Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7292,86955,11221,Best Defense (1984),Comedy|War,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172497,117880,65595,T2 3-D: Battle Across Time (1996),(no genres listed),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3368,51411,12501,"Big Country, The (1958)",Romance|Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
456,109842,13815,Fresh (1994),Crime|Drama|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1771,119784,12238,Night Flier (1997),Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5712,82085,11644,Blow Out (1981),Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
148,112427,22279,"Awfully Big Adventure, An (1995)",Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3262,105665,1923,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2104,84783,27332,Tex (1982),Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
